City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
699,Uva,56.9908,52.1852,54.84,99,100,9.4,RU,light rain
700,Florianopolis,-27.6146,-48.5012,60.03,77,75,11.5,BR,broken clouds
701,Qidong,31.8128,121.6561,82.92,74,50,8.88,CN,scattered clouds
702,Atasu,48.6814,71.6433,84.52,22,100,9.19,KZ,overcast clouds
703,Vysokogornyy,50.1167,139.15,65.35,60,91,4.92,RU,light rain
704,Lorengau,-2.0226,147.2712,82.11,75,40,4.41,PG,scattered clouds
705,Baley,51.6,116.6333,55.78,97,100,9.01,RU,heavy intensity rain
706,George,-33.963,22.4617,50.63,78,7,4.05,ZA,clear sky
707,Atar,20.5169,-13.0499,77.72,77,99,5.19,MR,moderate rain
708,Kaeo,-35.1,173.7833,53.11,89,100,16.15,NZ,moderate rain
709,Dingtao,35.0683,115.5625,102.42,24,6,8.86,CN,clear sky
710,Meadow Lake,34.8014,-106.5436,66.11,77,74,8.01,US,broken clouds
711,Monrovia,6.3005,-10.7969,76.91,78,8,2.39,LR,clear sky
712,Mocuba,-16.8392,36.9856,57.16,97,15,3.18,MZ,few clouds
713,Pishin,30.5803,66.9961,80.38,14,0,8.37,PK,clear sky
714,Arona,28.0996,-16.681,66.83,76,75,13.8,ES,broken clouds
715,Puerto Del Rosario,28.5004,-13.8627,69.55,78,100,19.57,ES,overcast clouds
716,Festus,38.2206,-90.396,74.75,87,0,5.68,US,clear sky
717,Chunoyar,57.4467,97.3217,67.98,64,100,3.83,RU,overcast clouds
718,Marevo,57.3146,32.0804,51.15,92,80,4.14,RU,broken clouds
719,Severomuysk,56.1481,113.4267,60.71,46,23,8.14,RU,few clouds
